assumed_horizontal_fov_degrees,attribution,bearing_to_record_deg,camera_type,captured_at,captured_at_iso,compass_angle,crop_sha256,distance_to_record_m,faces_target,heading_difference_deg,image_id,image_latitude,image_longitude,image_path,inventory_condition,is_pano,projection_method,record_id,record_latitude,record_longitude,signed_heading_difference_deg,source,source_image_path,source_image_sha256,source_is_pano,study_area
90.0,Mapillary,82.47,perspective,1535283987000,2018-08-26T11:46:27+00:00,80.23,534c083660b3c4fa2333a9b83d2cb682d86dc1764649887d162d6a5013e22714,27.6,1,0,1418039125212742,38.941760059399,-77.025460356002,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_19769/1418039125212742.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_19769,38.94179258991034,-77.02514394755327,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1418039125212742.jpg,9156f6fdd9f8c08d2bf035ebf1d58c6aa4f99e7136b2efe0b6590d0664ae0c14,0,columbia_heights_petworth
90.0,Mapillary,70.45,equirectangular,1565100219000,2019-08-06T14:03:39+00:00,175.3,bc284d22db58e70ff5f6f6d394e4e1158c2aba627249f099d080569759b11a27,34.44,1,0,1297468747318061,38.941688947857,-77.025519191347,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_19769/1297468747318061.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_19769,38.94179258991034,-77.02514394755327,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19769/1297468747318061.jpg,8101de150ddf8eb7f4fab5e38855967cb210f1217a913177f5645feedf651ef6,1,columbia_heights_petworth
90.0,Mapillary,6.99,perspective,1787839534226,2026-08-27T14:05:34.226000+00:00,6,7e5009f47c1c5da99b1effc5185ae5160cbb22e33d71194758e2010ad809e547,7.62,1,0,1240556954899039,38.959298577259,-77.033332276578,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_5665/1240556954899039.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_5665,38.959366596908744,-77.03332154387795,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1240556954899039.jpg,88d08c9f65c10785f3427a21a730c665f242dc5394936813cb95c2d9f557f1fd,0,columbia_heights_petworth
90.0,Mapillary,14.01,perspective,1787839533760,2026-08-27T14:05:33.760000+00:00,350,aa64131cb780e1ef9ba267e93bd1b285f54e05f70df87ceca0803c0e97ffc18b,13.78,1,0,1384473760458739,38.959246322049,-77.033360149062,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_5665/1384473760458739.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_5665,38.959366596908744,-77.03332154387795,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5665/1384473760458739.jpg,7f7c80cda9a93609d6eb95fea255c6f32bd528d2e7eef03adb316ce066f6ad65,0,columbia_heights_petworth
90.0,Mapillary,329.44,perspective,1535646330000,2018-08-30T16:25:30+00:00,285.33,272b59e8861c7ecd879941e0796a67d4389917a2cbe0f4a1bc976972d18a6fbe,49.84,1,0,1067624930430706,38.942088105209,-77.019010207679,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_22154/1067624930430706.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_22154,38.942474067768195,-77.01930321691516,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_22154/1067624930430706.jpg,5500acc4dda2c62f6932d1e3c178bee9903f0c03209ea99f5e3992143beeb458,0,columbia_heights_petworth
90.0,Mapillary,263.49,spherical,1756385510480,2025-08-28T12:51:50.480000+00:00,92.74089512921,b813b96e5a83c1b603972d4098c92b2593b43185d5c844099a264a0a02043608,41.48,1,0,1124593752967728,38.926721835019,-77.029153569677,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31784/1124593752967728.jpg,Missing,0,equirectangular_to_perspective,ADA_CurbRampPt_31784,38.92667955408635,-77.02963003669694,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31784/1124593752967728.jpg,f6f6e3992f9c4d63d7eef17336f98b42e35e2ee7ae6cea1d4c4a1ae0e3fe5f7d,1,columbia_heights_petworth
90.0,Mapillary,264.16,perspective,1701696174842,2023-12-04T13:22:54.842000+00:00,256.25057315826,d50c93cd0bfd28d18e0a2210df6b8e2308d4bfd01e1117dd8392b78fa9aaaa00,45.73,1,0,1007498993645976,38.9267213879,-77.029104090327,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31784/1007498993645976.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_31784,38.92667955408635,-77.02963003669694,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31784/1007498993645976.jpg,8903e841e1afa5e1c97687c5d058c5eb28f5997be64e5e041bfbf988e4955075,0,columbia_heights_petworth
90.0,Mapillary,0.83,fisheye,1546422770343,2019-01-02T09:52:50.343000+00:00,358.40545080615,7f47add60830e153c53b9dd6d339da92db441aefd6d560bb030320f43d08f691,1.63,1,0,1026602244834870,38.959504444349,-77.01983840508,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_8054/1026602244834870.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_8054,38.959519068806166,-77.01983813162283,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8054/1026602244834870.jpg,cef42e850b5312241126ee90663cd16e22f4788dd4d06dcca974d1b0b6b7e6c5,0,columbia_heights_petworth
90.0,Mapillary,125.23,fisheye,1546434996681,2019-01-02T13:16:36.681000+00:00,168.99905525198,b1708ad5ce1b1b8c3ff86803c911780f90997eb364f963f2261ccc6654d39310,3.94,1,0,1033408847196606,38.959539496495,-77.019875329334,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_8054/1033408847196606.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_8054,38.959519068806166,-77.01983813162283,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8054/1033408847196606.jpg,7b1d96f87aaa61150d80cfa55240b3aec7ddad652000e8f92dcff87db122fd14,0,columbia_heights_petworth
90.0,Mapillary,162.13,perspective,1606744244299,2020-11-30T13:50:44.299000+00:00,183.10946655273,bc316fbd67e2ae99b4d103a2e5ab17ef66362ecd570f2def4996ac242d26279c,36.89,1,0,1203919316775658,38.929933518777,-77.02973595551,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_33719/1203919316775658.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_33719,38.92961777523702,-77.0296051286056,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33719/1203919316775658.jpg,a245d83a95fb36a1e68de8f7917cc79f932d1f6313f0c8c4779b5c9b657bdadb,0,columbia_heights_petworth
90.0,Mapillary,163.46,perspective,1670343290501,2022-12-06T16:14:50.501000+00:00,169.24610805511,74c5ef9bec4a5e9dde6e0fe54441e90efd4da6b58b24572e8a97ac0775ad9fda,37.36,1,0,120807830847648,38.929939821236,-77.029728054572,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_33719/120807830847648.jpg,Missing,0,directional_bearing_crop,ADA_CurbRampPt_33719,38.92961777523702,-77.0296051286056,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33719/120807830847648.jpg,6392f73f9a29ce187bd8db1a29afe8e7e9b01c575539e9773a1b0dff39260f76,0,columbia_heights_petworth
90.0,Mapillary,60.05,equirectangular,1564252519000,2019-07-27T18:35:19+00:00,233,91e92036bd94a763300486ce61586ffa8a431b7fda094f47da95e21b539df617,43.44,1,0,178380344191139,38.922429838969,-77.03705997372,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_28350/178380344191139.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_28350,38.92262483774415,-77.03662490952593,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28350/178380344191139.jpg,4f672ee6eea35ca5914ce80382ac30a8e9576c71c1107b770b3442c3f3351098,1,columbia_heights_petworth
90.0,Mapillary,60.34,spherical,1601144346000,2020-09-26T18:19:06+00:00,233.8,6c8ff63e7636ce99763b0a950b73d56bd129330c370537dfd81fee4852a8ede4,48.85,1,0,136452718886753,38.922407427279,-77.037115623262,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_28350/136452718886753.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_28350,38.92262483774415,-77.03662490952593,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_28350/136452718886753.jpg,0fcdeb4a21129f4633133c1c1046eebbeb90331214e1e9a4c2f9aa6dee95d7b8,1,columbia_heights_petworth
90.0,Mapillary,344.81,perspective,1672772353716,2023-01-03T18:59:13.716000+00:00,-8.7610015869141,2809deca9ee4b3d573ba98e7f4163aaa2aaa0a9e7a0e80f713ade97bfaf8baa5,11.26,1,0,1118208122175220,38.948231277828,-77.021969567365,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13132/1118208122175220.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_13132,38.94832898089922,-77.02200368230952,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13132/1118208122175220.jpg,2dd4bfd8e64ed575417252812221316cc40dbcd17ecac774f7546e54e3634764,0,columbia_heights_petworth
90.0,Mapillary,333.43,spherical,1598970638000,2020-09-01T14:30:38+00:00,176.7,ca0b691e3175c704412852081ae68f3d5ff5bb4e079b0fde547de7447f852f4d,14.02,1,0,1114229912752345,38.948216252543,-77.021931191019,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13132/1114229912752345.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_13132,38.94832898089922,-77.02200368230952,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13132/1114229912752345.jpg,23a0bbeeafeea881fc77633c714d61611214e9b7e2395423b7d1b87878194b89,1,columbia_heights_petworth
90.0,Mapillary,55.47,spherical,1565286101500,2019-08-08T17:41:41.500000+00:00,221.9,dd2c2be9e15deea4ecd755f5a8c95db2be41129b6afb79d1695cf6ad1989d238,32.25,1,0,180425980944870,38.938196795661,-77.017041377294,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_5286/180425980944870.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_5286,38.93836118806195,-77.01673414941789,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5286/180425980944870.jpg,f42dc449e9ecf264f543165067e49ce96be12d526ab7d184d5e1042683b8f482,1,columbia_heights_petworth
90.0,Mapillary,56.16,spherical,1606235477500,2020-11-24T16:31:17.500000+00:00,222,2852c068c461457714f9f7adc1e7c4a30ced60a0161a9ad69f67fb59c7b47329,33.2,1,0,137751705559087,38.938194906854,-77.017052974906,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_5286/137751705559087.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_5286,38.93836118806195,-77.01673414941789,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_5286/137751705559087.jpg,25e0ece0851df1334fa2bcdcbcbe0b8db84244743df04084f0267dd82f63e7a3,1,columbia_heights_petworth
90.0,Mapillary,341.56,perspective,1669644438687,2022-11-28T14:07:18.687000+00:00,348.21108722687,c16cae2f505fb7f33dfa67fc66e92e79ed1d38d6195ebeb2036560c67fb845e9,18.64,1,0,1197522777839288,38.937396576506,-77.027204578766,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17245/1197522777839288.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_17245,38.937555565721254,-77.02727272637662,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17245/1197522777839288.jpg,f58a2be22b3aeb88fbfa26f322e59a2917f6e2aaaf52ebcbc65515e9bf9387db,0,columbia_heights_petworth
90.0,Mapillary,345.92,perspective,1669752233680,2022-11-29T20:03:53.680000+00:00,-10.756591060814,bef2c5b1787a032a28a0ff27cf93618620bfe372358b2fc93de1fd7f6c0226d1,23.32,1,0,1360588027811701,38.937352131844,-77.027207143589,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_17245/1360588027811701.jpg,Non-Compliant,0,directional_bearing_crop,ADA_CurbRampPt_17245,38.937555565721254,-77.02727272637662,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17245/1360588027811701.jpg,80439c5db52c0b2ed8c7b7d0b57bda57ac6e2277e0000010e18e904e3c9506a7,0,columbia_heights_petworth
90.0,Mapillary,106.89,spherical,1607109125500,2020-12-04T19:12:05.500000+00:00,30.9,1f1b489f09a6a8d3568eb3f938a15cc1091c62ebbea112418eb46f0758375dd2,7.3,1,0,1199487364179429,38.933520904751,-77.026327258309,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_18370/1199487364179429.jpg,Non-Compliant,0,equirectangular_to_perspective,ADA_CurbRampPt_18370,38.933501846946285,-77.02624654687698,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18370/1199487364179429.jpg,55ca13410b824f4c2366f71a989a430e7658fa05203d8c8f4201f7ac750814df,1,columbia_heights_petworth
90.0,Mapillary,229.85,equirectangular,1576691519000,2019-12-18T17:51:59+00:00,357.2,4f5358e0d461bdc363e9464a70685736243fb04336d915819fce787ab37689a0,6.08,1,0,183620380317881,38.878386928411,-76.99954592834,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_18235/183620380317881.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_18235,38.8783516516451,-76.9995996473107,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18235/183620380317881.jpg,34c0d1b28e75121d3e737a7f7a76d70a81d9e01dea46cb2edb4a9e6f21286895,1,navy_yard_capitol_riverfront
90.0,Mapillary,52.56,spherical,1607628431500,2020-12-10T19:27:11.500000+00:00,242.6,22701082d2cd3b388705a8314d0fec3bb27c419d2c6aa321200a3367415587da,45.84,1,0,1253927512080773,38.885436027625,-77.001074466252,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13134/1253927512080773.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_13134,38.88568661940215,-77.00065393646626,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13134/1253927512080773.jpg,b7feabc09f9ccbc9c20449d15f018ebf86a63720e314f86ae92303bc1069cbc6,1,navy_yard_capitol_riverfront
90.0,Mapillary,49.01,perspective,1638280790000,2021-11-30T13:59:50+00:00,54.51557437414,8c2302c998c2fb6f91d6914c5defb7f1de78ef43a0efaa2f473a096ceaf1ba4e,48.09,1,0,121656597301726,38.885402937622,-77.001073381399,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_13134/121656597301726.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_13134,38.88568661940215,-77.00065393646626,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13134/121656597301726.jpg,46e272b838efc047cd03dc543b7925bababbb4c3ddba64246bc3726ff3b9b2b3,0,navy_yard_capitol_riverfront
90.0,Mapillary,189.94,spherical,1606932779000,2020-12-02T18:12:59+00:00,326.7,c277a9cd985ad3bd5017ca69bbadb0e0c4df7a945b99526825c59d5a65700d38,15.01,1,0,1054437578810623,38.885428552606,-76.986561424065,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_30857/1054437578810623.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_30857,38.8852956158599,-76.98659136018951,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30857/1054437578810623.jpg,e28ce1936d234b4b60b8ed3b7f6a56954456fb87e57a1c5c494ce64fc3570cdf,1,navy_yard_capitol_riverfront
90.0,Mapillary,122.13,spherical,1602089892000,2020-10-07T16:58:12+00:00,270.1,d78d70b31327de3d7979cf389366cfd624f1039fde7f129fe56efb7b83a9d475,15.76,1,0,1033991370805417,38.885371014525,-76.986745574128,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_30857/1033991370805417.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_30857,38.8852956158599,-76.98659136018951,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30857/1033991370805417.jpg,a85547e66181bd547a9666b48a50940ad74390bab358c5e9cf9d276e27170eef,1,navy_yard_capitol_riverfront
90.0,Mapillary,255.23,perspective,1645107073000,2022-02-17T14:11:13+00:00,272.116,c3f6e1179e7582ebd4494c4b141d876e8ca04e1898148d390fc621ec36e68793,26.35,1,0,555355986171786,38.878410995612,-77.004662566315,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_12580/555355986171786.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_12580,38.87835059305505,-77.00495685802292,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_12580/555355986171786.jpg,7249afebfdffa6f29b468269fe639fa3642e28fc78bd00b31e6bbe22336aafec,0,navy_yard_capitol_riverfront
90.0,Mapillary,257.42,perspective,1645107073000,2022-02-17T14:11:13+00:00,272.116,cb1b52b763b1cacada6c8a6171018a4d07a0ae3e47483385ea903f470f9f4eec,28.75,1,0,3513063955588184,38.878406900063,-77.004632667521,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_12580/3513063955588184.jpg,Fair,0,directional_bearing_crop,ADA_CurbRampPt_12580,38.87835059305505,-77.00495685802292,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_12580/3513063955588184.jpg,43079a3c2c885c37d4f63dfa3a7f6a8a1d9d62cfb7d60f76cb032dbe06c7890e,0,navy_yard_capitol_riverfront
90.0,Mapillary,201.49,spherical,1607011334666,2020-12-03T16:02:14.666000+00:00,109.6,7bdd5de7142906e19109e186f67355aa62e94837435ca527928f4d4371965e93,29.48,1,0,1022481341964249,38.881376314417,-77.008775524093,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_27075/1022481341964249.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_27075,38.88112961025937,-77.00890032122895,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27075/1022481341964249.jpg,ef0bb751de4e134e9a3a57f3f844da726d54ceb81c716d58afdddd0be197eb4e,1,navy_yard_capitol_riverfront
90.0,Mapillary,204.56,spherical,1605453454500,2020-11-15T15:17:34.500000+00:00,110,d04f7bdeb4f0ba91c32907fa01dd8cdde1902a218003ad7ccc3fd087a04127f4,36.08,1,0,115596297852455,38.881424735672,-77.008727051762,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_27075/115596297852455.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_27075,38.88112961025937,-77.00890032122895,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27075/115596297852455.jpg,56e18c6057cba21bcbe9d8c541316e2a94964e717d03d66cb92de5ccf90c7d61,1,navy_yard_capitol_riverfront
90.0,Mapillary,194.64,equirectangular,1568478334000,2019-09-14T16:25:34+00:00,359.9,4be5c919ed5f3416736c002b54da7a41471c4bb72affecababc9b1baa1974932,14.52,1,0,1007099243363793,38.87479574604,-76.991627430458,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_33297/1007099243363793.jpg,Fair,0,equirectangular_to_perspective,ADA_CurbRampPt_33297,38.87466943686707,-76.99166982307699,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33297/1007099243363793.jpg,a68d30182e15ba03edca2e994e8a0cb675099257e91c8d57fd768b0009c1f122,1,navy_yard_capitol_riverfront
90.0,Mapillary,82.74,spherical,1603815001000,2020-10-27T16:10:01+00:00,269.4,182dc4844fb2ba476713e2ab244168b889317faaa1dbf52a7c3a1cfe9d02ed68,33.61,1,0,1055618315357066,38.889872643918,-76.993094061762,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_25527/1055618315357066.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_25527,38.88991085909801,-76.9927088835384,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_25527/1055618315357066.jpg,41ea8d77e7eee67cab2d77691cbf3296187abf9142fcbecdc2afa4832f4846e8,1,navy_yard_capitol_riverfront
90.0,Mapillary,73.93,perspective,1573139784000,2019-11-07T15:16:24+00:00,89.9,b99d3d79858b9b51b0824f45205f5fb3a7c18aaa3ecc05756e719b23abc95cb4,40.71,1,0,118927373597542,38.889809495096,-76.99316085275,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_25527/118927373597542.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_25527,38.88991085909801,-76.9927088835384,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_25527/118927373597542.jpg,17d7b9950c3c326e2d1c9b50aaba5b7781feae25d7a4c5332d226c99322b48ee,0,navy_yard_capitol_riverfront
90.0,Mapillary,126.52,equirectangular,1564677871000,2019-08-01T16:44:31+00:00,303.7,c883a067595f1e4c38a11ddcd65bf7b82960bbbf675dd3001f9379a2458c4724,43.21,1,0,476627540272236,38.886231194989,-77.012193344112,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34156/476627540272236.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_34156,38.88599994088841,-77.01179214355344,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34156/476627540272236.jpg,d4e4a7f426b670d0c0850c6818f246558ae87d7f934841262711f031cf5d07b2,1,navy_yard_capitol_riverfront
90.0,Mapillary,117.11,equirectangular,1565875877500,2019-08-15T13:31:17.500000+00:00,313.7,44a3819dab1d500a942c22582a809db4da18e74f611c43314ab4a089c89eb739,46.75,1,0,209503877657555,38.886191531629,-77.012272986492,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34156/209503877657555.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_34156,38.88599994088841,-77.01179214355344,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34156/209503877657555.jpg,05b723de83078095a7e45a3b617145e29568ebadf1dfe0c34ba149be674881da,1,navy_yard_capitol_riverfront
90.0,Mapillary,98.21,perspective,1573925278872,2019-11-16T17:27:58.872000+00:00,78.506896972656,8b388b813a8ec49de4b873c5358875899e073415601ba0351681675d5b44a7bf,39.99,1,0,239318791381452,38.890929934317,-76.985903430117,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34719/239318791381452.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_34719,38.89087855346415,-76.98544610992076,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34719/239318791381452.jpg,436534788d02eedc33cea8e25f6341df74d7beb15f02c4b52f36009d60d58779,0,navy_yard_capitol_riverfront
90.0,Mapillary,98.12,perspective,1607435306747,2020-12-08T13:48:26.747000+00:00,90,8bdd0a043a83b0c3f0beb29e24ccff3f1c1ba30768b464fea04f33d7cff577fd,41.85,1,0,1040093966733603,38.890931677777,-76.985924765966,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_34719/1040093966733603.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_34719,38.89087855346415,-76.98544610992076,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34719/1040093966733603.jpg,690f82ed0a790f3522e2936cef31cca1c3f557ff60c8b8b21605ad6f201f4152,0,navy_yard_capitol_riverfront
90.0,Mapillary,219.09,perspective,1764596375459,2025-12-01T13:39:35.459000+00:00,223,f9078479bd36568e5174e777982b786cdac03eb3e93da962e606656e3ab7d298,19.32,1,0,1452899796554832,38.888916948711,-76.9924230712,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_16824/1452899796554832.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_16824,38.888782094868176,-76.9925638240695,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16824/1452899796554832.jpg,45c63fd6f2bf7b07f4d1c53ad6ddec5219cfa8d2237f2d53f8a7a2c11ca31985,0,navy_yard_capitol_riverfront
90.0,Mapillary,275.09,spherical,1607802141500,2020-12-12T19:42:21.500000+00:00,359.8,a12d28be59fdd0626282851c43b5681a351a8402d1c00f60bc2e222664b07b32,7.59,1,0,3004386133184593,38.886600938822,-76.99843627132,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31623/3004386133184593.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_31623,38.88660699025948,-76.99852358282406,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31623/3004386133184593.jpg,519b16619b7a4960d6c7273bea591643cab04671a05d0c1b25243dbcd475f3f8,1,navy_yard_capitol_riverfront
90.0,Mapillary,7.34,perspective,1579966606133,2020-01-25T15:36:46.133000+00:00,358.33947753906,60f26de4bf4f616300ac47de4459b8767532aa299e5d75c6bb804aaa74ad52c7,13.14,1,0,313753310877871,38.886489763305,-76.998542989498,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_31623/313753310877871.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_31623,38.88660699025948,-76.99852358282406,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31623/313753310877871.jpg,aefb4004349d5a7b88fe50f6610888e001fd3911114361eb5d2beccca24b58ff,0,navy_yard_capitol_riverfront
90.0,Mapillary,127.38,perspective,1644842554000,2022-02-14T12:42:34+00:00,110.09140238759,fa0821e4b8b6703bc88dd7599a51461e8c11c4a7805953e85a4f3e9fcad5328d,39.65,1,0,105292408930166,38.880151515152,-77.001055555556,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_23858/105292408930166.jpg,Good,0,directional_bearing_crop,ADA_CurbRampPt_23858,38.87993503214102,-77.00069157249165,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_23858/105292408930166.jpg,9ee5676342566c42c9a6cafc97096aac4602afe4c57eeec3323d4b33eb4d0bde,0,navy_yard_capitol_riverfront
90.0,Mapillary,94.82,equirectangular,1576689488500,2019-12-18T17:18:08.500000+00:00,289.3,1a587bcfca883a8f32b853c684d0676ffbaa6661bfc02f959c54e72864995a51,42.36,1,0,1091421541381555,38.879967040984,-77.001179199021,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_23858/1091421541381555.jpg,Good,0,equirectangular_to_perspective,ADA_CurbRampPt_23858,38.87993503214102,-77.00069157249165,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_23858/1091421541381555.jpg,b7a22d69a5597d76aca9b77a1ea5a3f0cd0923247b557f3db10527510d2a31c5,1,navy_yard_capitol_riverfront
90.0,Mapillary,302.31,spherical,1601322634000,2020-09-28T19:50:34+00:00,179.4,457076461b85258c655df4f3d2b928b18baf3dc8346dda863a821354a3f15e1a,5.47,1,0,1040525639865135,38.873017229563,-77.012189063138,data/images/mapillary_scaleup_development_target_crops/ADA_CurbRampPt_8198/1040525639865135.jpg,Missing,0,equirectangular_to_perspective,ADA_CurbRampPt_8198,38.873043529433374,-77.01224247889041,0,Mapillary API,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8198/1040525639865135.jpg,e290b3a1802f76372a14aa1cde47ff2bec5150d90d1599bdfbe32b36574dfddf,1,navy_yard_capitol_riverfront
