record_id,study_area,inventory_condition,record_latitude,record_longitude,image_id,image_path,image_latitude,image_longitude,captured_at,captured_at_iso,camera_type,is_pano,compass_angle,distance_to_record_m,bearing_to_record_deg,heading_difference_deg,signed_heading_difference_deg,faces_target,source,attribution
ADA_CurbRampPt_17245,columbia_heights_petworth,Non-Compliant,38.937555565721254,-77.02727272637662,1360588027811701,data/images/mapillary_scaleup_development/ADA_CurbRampPt_17245/1360588027811701.jpg,38.937352131844,-77.027207143589,1669752233680,2022-11-29T20:03:53.680000+00:00,perspective,False,-10.756591060814,23.32,345.92,3.32,-3.32,1,Mapillary API,Mapillary
ADA_CurbRampPt_18370,columbia_heights_petworth,Non-Compliant,38.933501846946285,-77.02624654687698,1285796622255213,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18370/1285796622255213.jpg,38.933486974362,-77.026325593252,1670341906280,2022-12-06T15:51:46.280000+00:00,perspective,False,18.308144569397,7.03,76.4,58.09,58.09,1,Mapillary API,Mapillary
ADA_CurbRampPt_18370,columbia_heights_petworth,Non-Compliant,38.933501846946285,-77.02624654687698,1199487364179429,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18370/1199487364179429.jpg,38.933520904751,-77.026327258309,1607109125500,2020-12-04T19:12:05.500000+00:00,spherical,True,30.9,7.3,106.89,75.99,75.99,1,Mapillary API,Mapillary
ADA_CurbRampPt_18235,navy_yard_capitol_riverfront,Fair,38.8783516516451,-76.9995996473107,1492020177957245,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18235/1492020177957245.jpg,38.878339821468,-76.999550830737,1670078754471,2022-12-03T14:45:54.471000+00:00,perspective,False,-8.2918019294739,4.43,287.29,64.42,-64.42,1,Mapillary API,Mapillary
ADA_CurbRampPt_18235,navy_yard_capitol_riverfront,Fair,38.8783516516451,-76.9995996473107,183620380317881,data/images/mapillary_scaleup_development/ADA_CurbRampPt_18235/183620380317881.jpg,38.878386928411,-76.99954592834,1576691519000,2019-12-18T17:51:59+00:00,equirectangular,True,357.2,6.08,229.85,127.35,-127.35,1,Mapillary API,Mapillary
ADA_CurbRampPt_13134,navy_yard_capitol_riverfront,Fair,38.88568661940215,-77.00065393646626,1253927512080773,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13134/1253927512080773.jpg,38.885436027625,-77.001074466252,1607628431500,2020-12-10T19:27:11.500000+00:00,spherical,True,242.6,45.84,52.56,169.96,169.96,1,Mapillary API,Mapillary
ADA_CurbRampPt_13134,navy_yard_capitol_riverfront,Fair,38.88568661940215,-77.00065393646626,121656597301726,data/images/mapillary_scaleup_development/ADA_CurbRampPt_13134/121656597301726.jpg,38.885402937622,-77.001073381399,1638280790000,2021-11-30T13:59:50+00:00,perspective,False,54.51557437414,48.09,49.01,5.5,-5.5,1,Mapillary API,Mapillary
ADA_CurbRampPt_30857,navy_yard_capitol_riverfront,Fair,38.8852956158599,-76.98659136018951,1054437578810623,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30857/1054437578810623.jpg,38.885428552606,-76.986561424065,1606932779000,2020-12-02T18:12:59+00:00,spherical,True,326.7,15.01,189.94,136.76,-136.76,1,Mapillary API,Mapillary
ADA_CurbRampPt_30857,navy_yard_capitol_riverfront,Fair,38.8852956158599,-76.98659136018951,1033991370805417,data/images/mapillary_scaleup_development/ADA_CurbRampPt_30857/1033991370805417.jpg,38.885371014525,-76.986745574128,1602089892000,2020-10-07T16:58:12+00:00,spherical,True,270.1,15.76,122.13,147.97,-147.97,1,Mapillary API,Mapillary
ADA_CurbRampPt_12580,navy_yard_capitol_riverfront,Fair,38.87835059305505,-77.00495685802292,555355986171786,data/images/mapillary_scaleup_development/ADA_CurbRampPt_12580/555355986171786.jpg,38.878410995612,-77.004662566315,1645107073000,2022-02-17T14:11:13+00:00,perspective,False,272.116,26.35,255.23,16.89,-16.89,1,Mapillary API,Mapillary
ADA_CurbRampPt_12580,navy_yard_capitol_riverfront,Fair,38.87835059305505,-77.00495685802292,3513063955588184,data/images/mapillary_scaleup_development/ADA_CurbRampPt_12580/3513063955588184.jpg,38.878406900063,-77.004632667521,1645107073000,2022-02-17T14:11:13+00:00,perspective,False,272.116,28.75,257.42,14.69,-14.69,1,Mapillary API,Mapillary
ADA_CurbRampPt_27075,navy_yard_capitol_riverfront,Fair,38.88112961025937,-77.00890032122895,1022481341964249,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27075/1022481341964249.jpg,38.881376314417,-77.008775524093,1607011334666,2020-12-03T16:02:14.666000+00:00,spherical,True,109.6,29.48,201.49,91.89,91.89,1,Mapillary API,Mapillary
ADA_CurbRampPt_27075,navy_yard_capitol_riverfront,Fair,38.88112961025937,-77.00890032122895,115596297852455,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27075/115596297852455.jpg,38.881424735672,-77.008727051762,1605453454500,2020-11-15T15:17:34.500000+00:00,spherical,True,110,36.08,204.56,94.56,94.56,1,Mapillary API,Mapillary
ADA_CurbRampPt_33297,navy_yard_capitol_riverfront,Fair,38.87466943686707,-76.99166982307699,1118886395719572,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33297/1118886395719572.jpg,38.874729822638,-76.991572079379,1638455903000,2021-12-02T14:38:23+00:00,perspective,False,180,10.8,231.57,51.57,51.57,1,Mapillary API,Mapillary
ADA_CurbRampPt_33297,navy_yard_capitol_riverfront,Fair,38.87466943686707,-76.99166982307699,1007099243363793,data/images/mapillary_scaleup_development/ADA_CurbRampPt_33297/1007099243363793.jpg,38.87479574604,-76.991627430458,1568478334000,2019-09-14T16:25:34+00:00,equirectangular,True,359.9,14.52,194.64,165.26,-165.26,1,Mapillary API,Mapillary
ADA_CurbRampPt_25527,navy_yard_capitol_riverfront,Good,38.88991085909801,-76.9927088835384,1055618315357066,data/images/mapillary_scaleup_development/ADA_CurbRampPt_25527/1055618315357066.jpg,38.889872643918,-76.993094061762,1603815001000,2020-10-27T16:10:01+00:00,spherical,True,269.4,33.61,82.74,173.34,173.34,1,Mapillary API,Mapillary
ADA_CurbRampPt_25527,navy_yard_capitol_riverfront,Good,38.88991085909801,-76.9927088835384,118927373597542,data/images/mapillary_scaleup_development/ADA_CurbRampPt_25527/118927373597542.jpg,38.889809495096,-76.99316085275,1573139784000,2019-11-07T15:16:24+00:00,perspective,False,89.9,40.71,73.93,15.97,-15.97,1,Mapillary API,Mapillary
ADA_CurbRampPt_34156,navy_yard_capitol_riverfront,Good,38.88599994088841,-77.01179214355344,476627540272236,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34156/476627540272236.jpg,38.886231194989,-77.012193344112,1564677871000,2019-08-01T16:44:31+00:00,equirectangular,True,303.7,43.21,126.52,177.18,-177.18,1,Mapillary API,Mapillary
ADA_CurbRampPt_34156,navy_yard_capitol_riverfront,Good,38.88599994088841,-77.01179214355344,209503877657555,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34156/209503877657555.jpg,38.886191531629,-77.012272986492,1565875877500,2019-08-15T13:31:17.500000+00:00,equirectangular,True,313.7,46.75,117.11,163.41,163.41,1,Mapillary API,Mapillary
ADA_CurbRampPt_34719,navy_yard_capitol_riverfront,Good,38.89087855346415,-76.98544610992076,239318791381452,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34719/239318791381452.jpg,38.890929934317,-76.985903430117,1573925278872,2019-11-16T17:27:58.872000+00:00,perspective,False,78.506896972656,39.99,98.21,19.71,19.71,1,Mapillary API,Mapillary
ADA_CurbRampPt_34719,navy_yard_capitol_riverfront,Good,38.89087855346415,-76.98544610992076,1040093966733603,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34719/1040093966733603.jpg,38.890931677777,-76.985924765966,1607435306747,2020-12-08T13:48:26.747000+00:00,perspective,False,90,41.85,98.12,8.12,8.12,1,Mapillary API,Mapillary
ADA_CurbRampPt_16824,navy_yard_capitol_riverfront,Good,38.888782094868176,-76.9925638240695,1061011771857090,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16824/1061011771857090.jpg,38.888914857623,-76.99242104605,1706639158567,2024-01-30T18:25:58.567000+00:00,perspective,False,163.23736667633,19.25,219.93,56.69,56.69,1,Mapillary API,Mapillary
ADA_CurbRampPt_16824,navy_yard_capitol_riverfront,Good,38.888782094868176,-76.9925638240695,1452899796554832,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16824/1452899796554832.jpg,38.888916948711,-76.9924230712,1764596375459,2025-12-01T13:39:35.459000+00:00,perspective,False,223,19.32,219.09,3.91,-3.91,1,Mapillary API,Mapillary
ADA_CurbRampPt_31623,navy_yard_capitol_riverfront,Good,38.88660699025948,-76.99852358282406,3004386133184593,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31623/3004386133184593.jpg,38.886600938822,-76.99843627132,1607802141500,2020-12-12T19:42:21.500000+00:00,spherical,True,359.8,7.59,275.09,84.71,-84.71,1,Mapillary API,Mapillary
ADA_CurbRampPt_31623,navy_yard_capitol_riverfront,Good,38.88660699025948,-76.99852358282406,313753310877871,data/images/mapillary_scaleup_development/ADA_CurbRampPt_31623/313753310877871.jpg,38.886489763305,-76.998542989498,1579966606133,2020-01-25T15:36:46.133000+00:00,perspective,False,358.33947753906,13.14,7.34,9.0,9.0,1,Mapillary API,Mapillary
ADA_CurbRampPt_23858,navy_yard_capitol_riverfront,Good,38.87993503214102,-77.00069157249165,105292408930166,data/images/mapillary_scaleup_development/ADA_CurbRampPt_23858/105292408930166.jpg,38.880151515152,-77.001055555556,1644842554000,2022-02-14T12:42:34+00:00,perspective,False,110.09140238759,39.65,127.38,17.29,17.29,1,Mapillary API,Mapillary
ADA_CurbRampPt_23858,navy_yard_capitol_riverfront,Good,38.87993503214102,-77.00069157249165,1091421541381555,data/images/mapillary_scaleup_development/ADA_CurbRampPt_23858/1091421541381555.jpg,38.879967040984,-77.001179199021,1576689488500,2019-12-18T17:18:08.500000+00:00,equirectangular,True,289.3,42.36,94.82,165.52,165.52,1,Mapillary API,Mapillary
ADA_CurbRampPt_8198,navy_yard_capitol_riverfront,Missing,38.873043529433374,-77.01224247889041,1040525639865135,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8198/1040525639865135.jpg,38.873017229563,-77.012189063138,1601322634000,2020-09-28T19:50:34+00:00,spherical,True,179.4,5.47,302.31,122.91,122.91,1,Mapillary API,Mapillary
ADA_CurbRampPt_8198,navy_yard_capitol_riverfront,Missing,38.873043529433374,-77.01224247889041,135621452644252,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8198/135621452644252.jpg,38.873006183242,-77.012296140913,1645097820000,2022-02-17T11:37:00+00:00,perspective,False,0,6.23,48.21,48.21,48.21,1,Mapillary API,Mapillary
ADA_CurbRampPt_15546,navy_yard_capitol_riverfront,Missing,38.88045257026634,-77.00356892172714,1276003466503942,data/images/mapillary_scaleup_development/ADA_CurbRampPt_15546/1276003466503942.jpg,38.880811380002,-77.00385142726,1643109040000,2022-01-25T11:10:40+00:00,perspective,False,93.278296534237,46.8,148.5,55.22,55.22,1,Mapillary API,Mapillary
ADA_CurbRampPt_15546,navy_yard_capitol_riverfront,Missing,38.88045257026634,-77.00356892172714,127473719802037,data/images/mapillary_scaleup_development/ADA_CurbRampPt_15546/127473719802037.jpg,38.880865172761,-77.003853532934,1601319901000,2020-09-28T19:05:01+00:00,spherical,True,289.6,52.08,151.77,137.83,-137.83,1,Mapillary API,Mapillary
ADA_CurbRampPt_24263,navy_yard_capitol_riverfront,Missing,38.89352183474524,-76.99835933252062,1000109587347465,data/images/mapillary_scaleup_development/ADA_CurbRampPt_24263/1000109587347465.jpg,38.893654372069,-76.998422358106,1610471237000,2021-01-12T17:07:17+00:00,spherical,True,8.4,15.71,159.69,151.29,151.29,1,Mapillary API,Mapillary
ADA_CurbRampPt_24263,navy_yard_capitol_riverfront,Missing,38.89352183474524,-76.99835933252062,1060675498510698,data/images/mapillary_scaleup_development/ADA_CurbRampPt_24263/1060675498510698.jpg,38.893824275411,-76.998458446191,1704373220538,2024-01-04T13:00:20.538000+00:00,perspective,False,217.23960971832,34.71,165.69,51.55,-51.55,1,Mapillary API,Mapillary
ADA_CurbRampPt_27681,navy_yard_capitol_riverfront,Missing,38.887527415045085,-76.99381626848489,1431725947214102,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27681/1431725947214102.jpg,38.887377126523,-76.993750540853,1608664418680,2020-12-22T19:13:38.680000+00:00,perspective,False,3.65283203125,17.65,341.2,22.45,-22.45,1,Mapillary API,Mapillary
ADA_CurbRampPt_27681,navy_yard_capitol_riverfront,Missing,38.887527415045085,-76.99381626848489,1577393279300860,data/images/mapillary_scaleup_development/ADA_CurbRampPt_27681/1577393279300860.jpg,38.88736521635,-76.993744753324,1601383121000,2020-09-29T12:38:41+00:00,spherical,True,180.3,19.07,341.06,160.76,160.76,1,Mapillary API,Mapillary
ADA_CurbRampPt_14345,navy_yard_capitol_riverfront,Non-Compliant,38.88268461042921,-76.99368058808355,1196165390884851,data/images/mapillary_scaleup_development/ADA_CurbRampPt_14345/1196165390884851.jpg,38.882696553384,-76.993732302252,1573920174334,2019-11-16T16:02:54.334000+00:00,perspective,False,71.768127441406,4.67,106.52,34.76,34.76,1,Mapillary API,Mapillary
ADA_CurbRampPt_14345,navy_yard_capitol_riverfront,Non-Compliant,38.88268461042921,-76.99368058808355,1500043884155062,data/images/mapillary_scaleup_development/ADA_CurbRampPt_14345/1500043884155062.jpg,38.882734282709,-76.993661614616,1671398076420,2022-12-18T21:14:36.420000+00:00,fisheye,False,139.66212873179,5.76,196.56,56.9,56.9,1,Mapillary API,Mapillary
ADA_CurbRampPt_34431,navy_yard_capitol_riverfront,Non-Compliant,38.87846802674341,-76.99942083376978,1369711183983536,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34431/1369711183983536.jpg,38.878427700002,-76.999481799998,1700656934289,2023-11-22T12:42:14.289000+00:00,perspective,False,51.242195129395,6.93,49.65,1.6,-1.6,1,Mapillary API,Mapillary
ADA_CurbRampPt_34431,navy_yard_capitol_riverfront,Non-Compliant,38.87846802674341,-76.99942083376978,1212608199635564,data/images/mapillary_scaleup_development/ADA_CurbRampPt_34431/1212608199635564.jpg,38.878416666667,-76.999365079365,1645106989000,2022-02-17T14:09:49+00:00,perspective,False,270.00001698363,7.48,319.8,49.8,49.8,1,Mapillary API,Mapillary
ADA_CurbRampPt_8392,navy_yard_capitol_riverfront,Non-Compliant,38.89115385304683,-76.9938236529943,1082894039622505,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8392/1082894039622505.jpg,38.891234183441,-76.993822083112,1704373414672,2024-01-04T13:03:34.672000+00:00,perspective,False,209.23749065399,8.93,180.87,28.37,-28.37,1,Mapillary API,Mapillary
ADA_CurbRampPt_8392,navy_yard_capitol_riverfront,Non-Compliant,38.89115385304683,-76.9938236529943,131522832927771,data/images/mapillary_scaleup_development/ADA_CurbRampPt_8392/131522832927771.jpg,38.891250613553,-76.9938777927,1638536357000,2021-12-03T12:59:17+00:00,perspective,False,118.2974144828,11.74,156.47,38.17,38.17,1,Mapillary API,Mapillary
ADA_CurbRampPt_16513,navy_yard_capitol_riverfront,Non-Compliant,38.89474277066115,-76.99961027392658,1214196925696924,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16513/1214196925696924.jpg,38.894455592106,-76.999499605748,1611243851935,2021-01-21T15:44:11.935000+00:00,perspective,False,359.46856689453,33.34,343.3,16.16,-16.16,1,Mapillary API,Mapillary
ADA_CurbRampPt_16513,navy_yard_capitol_riverfront,Non-Compliant,38.89474277066115,-76.99961027392658,1123575982135609,data/images/mapillary_scaleup_development/ADA_CurbRampPt_16513/1123575982135609.jpg,38.894452928699,-76.999506156653,1703961838317,2023-12-30T18:43:58.317000+00:00,perspective,False,49.240014076233,33.46,344.38,64.86,-64.86,1,Mapillary API,Mapillary
ADA_CurbRampPt_19864,navy_yard_capitol_riverfront,Non-Compliant,38.87472427157357,-77.0105778834377,1311598279417141,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19864/1311598279417141.jpg,38.874652777778,-77.010370924817,1645101279000,2022-02-17T12:34:39+00:00,perspective,False,270.00001919698,19.6,293.93,23.93,23.93,1,Mapillary API,Mapillary
ADA_CurbRampPt_19864,navy_yard_capitol_riverfront,Non-Compliant,38.87472427157357,-77.0105778834377,145337464662121,data/images/mapillary_scaleup_development/ADA_CurbRampPt_19864/145337464662121.jpg,38.874652777778,-77.010312071331,1645101278000,2022-02-17T12:34:38+00:00,perspective,False,270.00001847036,24.35,289.06,19.06,19.06,1,Mapillary API,Mapillary
